sentence;label
The MirrorLink Client shall validate the validity time of the certificates.;1
There shall be an option for the SSP to support applications based on ETSI TS 102 241 [18].;1
IP address of the message server hosting the message store being manipulated.;0
This allows the MirrorLink Client to start or pause the streaming of the MirrorLink Server's framebuffer.;0
The MRD will be further reviewed matching the results of future study phases (e.g. definition phase) implementation phase.;1
Entry of a network element ID will return the record containing cell information for this ID (see ).;1
The source gNB-DU also sends a Downlink Data Delivery Status frame to inform the gNB-CU about the unsuccessfully transmitted downlink data to the UE.;1
The description should be concise yet informative and describe the function and use of the construct.;1
This standard deals with control systems developed as part of a space project.;0
The Tenderer shall state in the proposal the accuracy, resolution and drift of the internal and external time sources which are used for time-stamping.;1
"If the ""Accept"" header contains only ""application/zip"", the single file or the multiple files that make up the NSD shall be returned embedded in a ZIP file.";1
In such a case the application shall guide the user through the possible configurations the device or module can be operated with.;1
Conformance tests shall be carried out in accordance with clause 6.4.;1
The practice indicated in Table 10 should be d against the wider background of site selection for ICT sites which has, in some cases, to consider their proximity to end users.;undecidable
"The input would be the person's name and the output would be the relations of this person to the companies (i.e. ""Person A is a CEO of company B"").";1
The ME screen shall be in its normal stand-by display.;1
The next figures (Figure 13 and Figure 14) provide examples of current and future physical implementations of local airborne and ground surveillance systems based on 1030/1090 MHz data link.;0
"When this method is requested on this resource, the NFVO shall return a ""405 Method Not Allowed"" response as defined in clause 6.4 of ETSI GS NFV-SOL 013 [16].";1
See Section 5.10.4 for the 1s for analyzing and recording the software-hardware item I;0
The Charge-Through VCONN-Powered USB Device shall transition to CTDisabled.VPD if VCONN falls below vVCONNDisconnect.;1
A COPV representative of the flight COPV (liner material, processing, thickness, configuration, and reinforcing composite stiffness and thickness) should be used.;1
When shipments include components intended for both installation and on-board spares, the item descriptions should delineate the quantities intended for each use.;1
This action has opened a channel for communication service providers to request allocations in bands hitherto specified for other services, e.g. Radionavigation.;0
Technical Manual, Installation and Testing Practices, Aircraft Fiber Optic Cabling.;0
By placing fibres in differ- ent directions, the material properties can range from highly anisotropic to quasi-isotropic.;0
Solder wires together (using heat shunt on each lead) to form a lap-type joint.;1
The main benefit of this operational concept would be the rapid response the quickest reaction to the hazardous situation, as the flight crew/vehicle driver is the actor who has to implement the required action.;0
For engines with liquid pumps, this is a key parameter to quantify what is known as suction performance.;0
Conductors shall not ex- tend beyond the diameter of the base except as shown in Figure 15(c), which is ac- ceptable only when physical clearance is adequate for the intended environment and electrical characteristics.;1
